"","id","challenge_1","challenge_2","challenge_3","challenge_4","challenge_5","att_challenge_1","att_challenge_2","att_challenge_3","att_challenge_4","att_challenge_5","criticism_1","criticism_2","criticism_3","criticism_4","criticism_5","att_criticism_1","att_criticism_2","att_criticism_3","att_criticism_4","att_criticism_5","failure_sc_1","failure_sc_2","criticism_sc_1","criticism_sc_2","challenge_sc","iq_ms_1","iq_ms_2","failure_ms_1","failure_ms_2","failure_ms_3","failure_ms_4","criticism_ms_1","criticism_ms_2","criticism_ms_3","criticism_ms_4","challenge_ms_1","challenge_ms_2","challenge_ms_3","challenge_ms_4","ego_res_1","ego_res_2","ego_res_3","ego_res_4","ego_res_5","ego_res_6","ego_res_7","ego_res_8","ego_res_9","ego_res_10","ego_res_11"
"137","R_ZIEAbruPI0z5IK5","nehézség","szenvedés","feladat","idő","halál","negatív","negatív","negatív","semleges","negatív","hiba","javítás","idő","újrakezdés","gonoszság","semleges","semleges","inkább pozitív","semleges","inkább pozitív","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek"
"138","R_2cvEPTd41Ln6dI1","cél","nehéz","jutalom","siker","elbukás","semleges","inkább negatív","pozitív","pozitív","inkább negatív","kritikus","épitő","negatív","pozitív","segítség","semleges","pozitív","negatív","pozitív","inkább pozitív","Kevésbé valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyáltalán nem értek egyet","Egyetértek","Inkább nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Teljes mértékben egyetértek"
"139","R_1jUHXyW6TzLEgX4","Küzdés","Szorgalom","Alázat","Türelem","Kitartás","inkább pozitív","pozitív","inkább pozitív","pozitív","pozitív","Vélemény","Építő jellegű","Tanács","Kritizálás","Irigység","semleges","inkább pozitív","pozitív","inkább negatív","negatív","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek"
"140","R_5naG3kxoptX59S1","ismeretlen","nehéz","izgalmas","elengedhetetlen","fejlődés","semleges","inkább negatív","inkább pozitív","semleges","pozitív","vélemény","visszacsatolás","építő jellegű","segítség","ellenszenv","semleges","semleges","pozitív","pozitív","negatív","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Egyetértek","Nem értek egyet","Inkább nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Egyetértek","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Teljes mértékben egyetértek","Inkább egyetértek"
"141","R_2ux26sL1j88UxVq","sport","új nyelv tanulása","beilleszkedés új környezetbe","önellátás","sulira tanulás","pozitív","pozitív","inkább pozitív","inkább pozitív","negatív","apám","facebook kommentelők","youtube kommentelők","foci szurkolók","-","inkább negatív","inkább negatív","semleges","inkább pozitív","semleges","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Egyetértek","Egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Nem értek egyet","Egyetértek","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Teljes mértékben egyetértek","Inkább egyetértek","Teljes mértékben egyetértek","Egyetértek"
"142","R_3QMArjBCCeSjKqi","Verseny","Erőfeszítés","Nehézség","Megoldás","Fejlődés","inkább pozitív","negatív","negatív","pozitív","pozitív","Építő","Tanulság","Sértődés","Tanács","Szakértő","pozitív","semleges","negatív","inkább pozitív","semleges","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Egyetértek","Egyetértek","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet"
"143","R_1LS9FadxDJdUOmJ","cél","siker","bukás","kaland","teljesítmény","pozitív","pozitív","negatív","inkább pozitív","pozitív","értékelés","negatív vélemény","tanulás","fejlődés","véleménynyilvánítás","inkább negatív","negatív","pozitív","pozitív","pozitív","Teljes mértékben így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Inkább egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek","Egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Egyetértek","Inkább egyetértek","Egyetértek","Nem értek egyet"
"144","R_3F3cXBMkPmSzBTP","nehéz","akadály","kitartás","tanulás","teherbírás","inkább negatív","negatív","pozitív","semleges","inkább pozitív","építő","kudarc","kitartás","önbizalom","romboló","inkább pozitív","negatív","pozitív","pozitív","negatív","Talán így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Egyetértek","Teljes mértékben egyetértek"
"145","R_296QuS7j7nKN0nn","siker","küzdelem","kudarc","vereség","veszteség","pozitív","semleges","negatív","negatív","negatív","érvelés","cinizmus","meggyőzés","jobbítás","tanulás","semleges","negatív","semleges","pozitív","inkább pozitív","Talán így gondolnám.","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább nem értek egyet","Inkább nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet"
"146","R_1mz7quAmc7dlwHO","Verseny","Győzelem","Harc","Erő","Akarat","pozitív","pozitív","semleges","pozitív","pozitív","Kibeszélés","Megvetés","Másság","Elfogadás","Változás","negatív","negatív","inkább pozitív","pozitív","semleges","Egyáltalán nem valószínű, hogy így gondolnám.","Talán így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább nem értek egyet","Inkább nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Egyetértek","Egyetértek","Egyetértek","Egyetértek"
"147","R_2SfvbryTuCqND5W","lehetőség","fejlődés","nehézség","feladat","megpróbáltatás","pozitív","pozitív","negatív","semleges","inkább negatív","stressz","értékelés","visszajelzés","fejlődés","lehetőség","negatív","semleges","inkább pozitív","pozitív","inkább pozitív","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Egyetértek"
"148","R_QikoTv8AaVslMFX","erőt igénylő","szükséges","jó","nehéz","magabiztosságot ad","semleges","inkább pozitív","inkább pozitív","inkább negatív","pozitív","hasznos","haszontalan","idegesítő","építő","attól függ kitől és mit kapok","pozitív","negatív","negatív","pozitív","semleges","Egyáltalán nem valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet"
"149","R_2S6UznsKq1JCh8n","Móka","Felelősség","Határidő","Új dolog","Legjobbnak lenni","pozitív","inkább pozitív","semleges","inkább pozitív","pozitív","Jobbnak lenni","Változtatni","Jobban csinálni","Zsűri","Vélemény","pozitív","semleges","pozitív","semleges","semleges","Nagyon valószínű, hogy így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Teljes mértékben egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Nem értek egyet","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Nem értek egyet","Egyetértek","Inkább nem értek egyet","Teljes mértékben egyetértek","Inkább egyetértek","Inkább egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Nem értek egyet","Inkább nem értek egyet"
"150","R_22KUSgnt87JmLvk","nehéz","kitartás","nagy","energia","célok","negatív","inkább pozitív","inkább pozitív","pozitív","inkább pozitív","hasznos","kellemes","kellemetlen","bíráló","fejlesztő","pozitív","pozitív","negatív","inkább negatív","pozitív","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Inkább egyetértek","Nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek"
"151","R_21ynTgs18N1Jy5q","hegy","mászás","bajnok","erőfeszítés","verseny","pozitív","negatív","inkább pozitív","inkább negatív","semleges","Puzsér","Dancsó","humor","profi","tehetségkutatók","inkább negatív","pozitív","pozitív","pozitív","inkább negatív","Kevésbé valószínű, hogy így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Inkább egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Egyetértek","Egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyáltalán nem értek egyet","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyáltalán nem értek egyet","Egyetértek","Teljes mértékben egyetértek"
"152","R_3niwddmtSAaUsDP","Versenyzés","Versenyszellem","Készségfejlesztés","Csapatmunka","Feladat","inkább pozitív","pozitív","pozitív","semleges","semleges","Fejlődés","Építés","Önbizalom","Sértődés","Őszínteség","pozitív","inkább pozitív","pozitív","inkább negatív","pozitív","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Nem értek egyet","Egyáltalán nem értek egyet","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Egyetértek","Egyetértek","Inkább egyetértek","Nem értek egyet","Egyetértek","Inkább egyetértek","Egyetértek","Teljes mértékben egyetértek"
"153","R_XOqxhF8bCXbWHC1","Feladat","Felelősség","Újdonság","Cél","Lehetőség","semleges","inkább negatív","inkább pozitív","pozitív","pozitív","Negatív","Pozitív","Építő","Javítás","Hibázás","negatív","pozitív","inkább pozitív","inkább pozitív","inkább negatív","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","Egyáltalán nem valószínű, hogy így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Nem értek egyet","Egyetértek","Nem értek egyet","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Inkább egyetértek","Egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Egyetértek"
"154","R_3kpNRXs6Eu6IZxG","siker","feladat","eredmény","karrier","munka","pozitív","inkább negatív","inkább pozitív","semleges","semleges","hiba","kötözködés","piszkálódás","kudarc","panasz","negatív","negatív","inkább negatív","negatív","semleges","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Teljes mértékben egyetértek","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyetértek","Inkább egyetértek","Inkább egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet"
"155","R_3LhVgkWC1xXFHQB","erő","nehéz","stressz","győzelem","feladat","pozitív","negatív","negatív","pozitív","semleges","utálat","tipp","mentor","fejlődés","leszólás","negatív","inkább pozitív","semleges","inkább pozitív","negatív","Teljes mértékben így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Egyetértek","Inkább egyetértek","Egyáltalán nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Egyetértek","Egyetértek","Egyetértek","Teljes mértékben egyetértek","Egyetértek","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Nem értek egyet","Teljes mértékben egyetértek"
"156","R_3F51NYv65xGtNyN","Nehézség","Verseny","Próbatétel","Újdonság","Megmérettetés","inkább pozitív","semleges","inkább pozitív","inkább pozitív","semleges","Negatív","Pozitív","Minősítés","Visszajelzés","Értékelés","negatív","pozitív","inkább negatív","inkább pozitív","inkább pozitív","Egyáltalán nem valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Egyetértek","Inkább nem értek egyet","Egyetértek","Inkább egyetértek"
"157","R_25R6RBkq0MzGiWU","Harc","Küzdelem","Eredmény","Karate","Egyetem","inkább pozitív","semleges","pozitív","pozitív","semleges","Puzsér Róbert","Nyomás","Szorongás","Megbántás","Kritikus","inkább negatív","semleges","negatív","negatív","semleges","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek"
"158","R_1C7tie8E8SYoVdX","Nehézség","Cél","Feladat","Eredmény","Megoldás","negatív","inkább pozitív","inkább pozitív","inkább pozitív","pozitív","Építő","Negatív","Megbántás","Épít","Hiba","pozitív","negatív","negatív","inkább pozitív","inkább negatív",NA,NA,"Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","R_28SyVnwiyzmb3F8","elszántság","munka","ambició","stressz","cél","inkább pozitív","inkább negatív","pozitív","negatív","inkább pozitív","fejlődés","önuralom","sértettség","tapasztalat","rosszindulat","pozitív","pozitív","inkább negatív","inkább pozitív","inkább negatív","Kevésbé valószínű, hogy így gondolnám.","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Inkább nem értek egyet","Inkább nem értek egyet","Egyáltalán nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyetértek","Egyetértek","Egyetértek","Nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet"
"160","R_tEYRgBtNxgzRgVb","Lehetőség","Izgalom","Harc","Dicsőség","Izgulás","inkább pozitív","inkább pozitív","semleges","pozitív","negatív","Filmek","Elvárás","Fontos","Átnézés","Feladat","pozitív","inkább negatív","semleges","semleges","inkább negatív","Talán így gondolnám.","Teljes mértékben így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Nem értek egyet","Inkább nem értek egyet","Egyáltalán nem értek egyet","Teljes mértékben egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább egyetértek","Nem értek egyet","Teljes mértékben egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Egyetértek","Inkább nem értek egyet"
"161","R_57kKqm5hbGAANep","fejlesztő","bátorság","kitartas","akaraterő","előrelépés","pozitív","pozitív","pozitív","pozitív","pozitív","fejlődés","épitő","változás","tanulás","segítség","pozitív","pozitív","inkább pozitív","pozitív","pozitív","Talán így gondolnám.","Teljes mértékben így gondolnám.","Talán így gondolnám.","Teljes mértékben így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Egyáltalán nem értek egyet","Egyáltalán nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Egyetértek","Egyetértek","Inkább nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Teljes mértékben egyetértek","Egyáltalán nem értek egyet","Inkább egyetértek","Inkább egyetértek","Inkább egyetértek","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet"
"162","R_A5njgvKx5OksYHD","megerőltető","izgalmas","akaratlan","váratlan","lehetőségteli","negatív","pozitív","semleges","semleges","pozitív","félelmetes","értékes","érdekes","formáló","elkerülhetetlen","negatív","pozitív","inkább pozitív","inkább pozitív","inkább negatív","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A nehéz feladatot, ahol valószínűleg tanulok valami újat.","Nem értek egyet","Nem értek egyet","Nem értek egyet","Inkább nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább egyetértek","Egyetértek","Egyetértek","Inkább egyetértek","Inkább nem értek egyet","Egyetértek","Inkább nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Egyetértek"
"163","R_bIt2uwMNpn6xHuV","Esély","Előny","Nehéz","Építő","Előrevisz","inkább pozitív","inkább pozitív","semleges","pozitív","pozitív","Önértékelés","Probléma","Hasznos","Haszontalan","Építő","inkább negatív","negatív","pozitív","negatív","inkább pozitív","Nagyon valószínű, hogy így gondolnám.","Talán így gondolnám.","Kevésbé valószínű, hogy így gondolnám.","Nagyon valószínű, hogy így gondolnám.","A könnyű feladatot, ahol a legtöbb problémat meg tudom oldani.","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább egyetértek","Egyetértek","Nem értek egyet","Nem értek egyet","Teljes mértékben egyetértek","Egyetértek","Nem értek egyet","Inkább egyetértek","Egyáltalán nem értek egyet","Inkább egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Teljes mértékben egyetértek","Inkább egyetértek","Nem értek egyet","Nem értek egyet","Inkább egyetértek","Inkább nem értek egyet","Inkább nem értek egyet","Inkább nem értek egyet"
